,Class,H00:00,H00:15,H00:30,H00:45,H01:00,H01:15,H01:30,H01:45,H02:00,H02:15,H02:30,H02:45,H03:00,H03:15,H03:30,H03:45,H04:00,H04:15,H04:30,H04:45,H05:00,H05:15,H05:30,H05:45,H06:00,H06:15,H06:30,H06:45,H07:00,H07:15,H07:30,H07:45,H08:00,H08:15,H08:30,H08:45,H09:00,H09:15,H09:30,H09:45,H10:00,H10:15,H10:30,H10:45,H11:00,H11:15,H11:30,H11:45,H12:00,H12:15,H12:30,H12:45,H13:00,H13:15,H13:30,H13:45,H14:00,H14:15,H14:30,H14:45,H15:00,H15:15,H15:30,H15:45,H16:00,H16:15,H16:30,H16:45,H17:00,H17:15,H17:30,H17:45,H18:00,H18:15,H18:30,H18:45,H19:00,H19:15,H19:30,H19:45,H20:00,H20:15,H20:30,H20:45,H21:00,H21:15,H21:30,H21:45,H22:00,H22:15,H22:30,H22:45,H23:00,H23:15,H23:30,H23:45
713,2,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,5.4357,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,2.5663,-0.22334,-0.22334,4.5988,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,2.5663,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,5.1568,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334,-0.22334
714,2,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,2.5049,1.3951,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,6.482,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,2.0887,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,1.9962,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,5.6496,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352,-0.22352
715,2,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,4.6466,0.38103,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,8.4447,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486,-0.14486
716,2,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,4.4325,-0.22615,-0.22615,-0.22615,4.6961,0.34518,-0.22615,-0.22615,-0.22615,1.7076,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,5.9267,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,3.2458,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615,-0.22615
717,2,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,5.1904,1.5333,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,6.1555,-0.19365,-0.19365,4.9365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365,-0.19365
718,2,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,5.553,4.265,-0.20901,1.8924,0.60445,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,6.1631,0.33329,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901,-0.20901
719,2,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,4.8412,-0.25317,-0.25317,-0.25317,2.7716,-0.25317,-0.25317,-0.25317,4.2044,2.0287,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,2.6655,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,5.3719,0.64896,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317,-0.25317
720,2,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,3.9233,4.9966,-0.31365,1.3246,-0.31365,1.2681,-0.31365,1.3811,2.285,-0.31365,3.7538,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,2.6239,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,2.5675,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,2.8499,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365,-0.31365
721,2,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,6.7426,-0.1879,-0.1879,-0.1879,1.7109,-0.092961,-0.1879,-0.1879,-0.1879,-0.1879,5.9831,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,2.7552,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879,-0.1879
722,2,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,0.33922,4.4762,-0.2442,-0.2442,1.2939,2.0895,-0.2442,-0.2442,-0.2442,5.7491,-0.2442,-0.2442,4.158,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,3.6276,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442,-0.2442
723,2,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,4.8059,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,6.2858,0.18113,-0.23509,1.1986,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,1.846,2.6785,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,3.9272,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509,-0.23509
724,2,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,9.6959,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206,-0.10206
725,2,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,0.60919,3.8343,-0.20784,-0.20784,-0.20784,-0.20784,5.1244,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,6.4144,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,2.9313,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784,-0.20784
726,2,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,2.788,-0.31836,-0.31836,2.621,-0.31836,-0.31836,-0.31836,-0.31836,3.0886,3.8568,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,2.6878,2.4874,-0.31836,-0.31836,-0.31836,3.2556,0.14926,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,4.3244,2.1199,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836,-0.31836
727,2,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,7.12,-0.16297,-0.16297,1.8331,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,6.2029,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297,-0.16297
728,2,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,3.8482,-0.22728,-0.22728,-0.22728,4.9913,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,3.6991,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,5.4386,2.705,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728,-0.22728
729,2,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,4.4704,-0.23,-0.23,-0.23,-0.23,3.0879,-0.23,-0.23,-0.23,4.0359,-0.23,-0.23,4.0359,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,5.2999,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23,-0.23
730,2,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,4.6597,-0.17661,-0.17661,-0.17661,-0.17661,1.9358,-0.17661,-0.17661,1.6579,7.9951,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661,-0.17661
731,2,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,8.0699,-0.14212,-0.14212,-0.14212,-0.14212,5.2894,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212,-0.14212
732,2,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,5.1375,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,5.0918,0.291,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,4.1773,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,4.5888,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194,-0.21194
733,2,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,6.0808,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,3.7942,-0.2202,-0.2202,-0.2202,3.6925,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,1.7108,4.7596,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202,-0.2202
734,2,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,4.7274,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,2.0479,-0.20086,-0.20086,4.536,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,6.6412,0.32546,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086,-0.20086
735,2,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,2.8225,2.4368,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.043053,8.8844,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327,-0.15327
